Marka	Grad	Cena	Godina proizvodnje	Karoserija	Gorivo	Zapremina motora	Kilometraza	Konjske snage	Menjac
Peugeot	Kruševac	1300	2004	Hečbek	Dizel	1997	287000.0	107	Manuelni
Ford	Majdanpek	2300	2009	Karavan	Dizel	2000	265000.0	136	Manuelni
Volkswagen	Novi Pazar	7300	2011	Karavan	Dizel	1968	287000.0	140	Manuelni
Toyota	Bežanijska Kosa	19490	2018	Džip/SUV	Hibridni pogon	2494	147032.0	156	Automatski
Peugeot	Beograd	6550	2017	Hečbek	Dizel	1560	194782.0	99	Manuelni
BMW	Požarevac	6100	2010	Džip/SUV	Dizel	1995	290000.0	143	Manuelni
Volkswagen	Niš	7250	2009	Džip/SUV	Dizel	1968	209000.0	140	Manuelni
Opel	Kruševac	1000	1995	Limuzina	Benzin	2000	256423.0	116	Manuelni
Lancia	Sombor	1300	2006	Hečbek	Dizel	1248	236000.0	69	Manuelni
BMW	Inđija	42300	2023	Limuzina	Dizel	1995	60000.0	190	Automatski
Alfa Romeo	Vranje	1000	2003	Hečbek	Benzin + Gas (TNG)	1598	245000.0	105	Manuelni
BMW	Pančevo	9400	2012	Karavan	Dizel	2000	252000.0	184	Automatski
Audi	Beograd	17000	2011	Kupe	Benzin	3000	208000.0	299	Automatski
Dacia	Šid	4700	2012	Džip/SUV	Dizel	1461	220000.0	90	Manuelni
Audi	Kruševac	9000	2008	Kupe	Benzin	1798	153000.0	160	Manuelni
Hyundai	Beograd	9500	2012	Džip/SUV	Dizel	1685	225000.0	116	Manuelni
BMW	Kruševac	15300	2013	Džip/SUV	Dizel	1995	163000.0	184	Automatski
Škoda	Leskovac	17990	2021	Karavan	Dizel	1968	152456.0	150	Automatski
Renault	Temerin	4000	2010	Hečbek	Dizel	1461	265000.0	110	Automatski
Opel	Temerin	3249	2009	Hečbek	Benzin	1229	81000.0	80	Manuelni
Porsche	Beograd	43900	2007	Kupe	Benzin	3596	184977.0	325	Automatski
Jeep	Beograd	12800	2015	Džip/SUV	Dizel	1956	186000.0	140	Automatski
Seat	Čačak	9000	2014	Hečbek	Benzin	1395	149000.0	125	Manuelni
Smart	Novi Beograd	4500	2009	Kupe	Benzin	999	160000.0	98	Automatski
Fiat	Smederevo	2790	2009	Hečbek	Benzin + Gas (TNG)	1368	244450.0	90	Manuelni
Opel	Pirot	1700	2002	Kupe	Benzin + Gas (TNG)	1796	245000.0	125	Manuelni
Škoda	Beograd	3800	2011	Hečbek	Dizel	1598	203720.0	75	Manuelni
Kia	Kraljevo	13799	2016	Džip/SUV	Dizel	1685	124121.0	116	Manuelni
Audi	Čačak	6300	2010	Karavan	Benzin	1798	209000.0	120	Automatski
Volkswagen	Novi Bečej	4650	2012	Hečbek	Dizel	1199	185062.0	75	Manuelni
Citroen	Novi Sad	7000	2015	Limuzina	Dizel	1997	257000.0	150	Manuelni
Volkswagen	Prokuplje	9499	2011	Kupe	Benzin	1984	242500.0	211	Manuelni
Audi	Valjevo	20500	2016	Džip/SUV	Dizel	1968	195554.0	190	Automatski
Citroen	Lazarevac	1350	2003	Limuzina	Dizel	1389	313750.0	68	Manuelni
Volkswagen	Sremski Karlovci	3300	2006	Monovolumen (MiniVan)	Benzin + Metan (CNG)	1998	248580.0	109	Manuelni
Jeep	Valjevo	12900	2015	Džip/SUV	Dizel	1956	214979.0	170	Automatski
Volvo	Čačak	28500	2017	Džip/SUV	Dizel	1969	259000.0	235	Automatski
Ford	Loznica	3500	2007	Hečbek	Dizel	1997	371853.0	131	Manuelni
Audi	Novi Sad	13999	2016	Karavan	Dizel	1968	277000.0	190	Automatski
Peugeot	Trstenik	2800	2006	Hečbek	Benzin	1587	245000.0	109	Manuelni
Citroen	Šabac	7290	2015	Monovolumen (MiniVan)	Dizel	1560	176389.0	120	Manuelni
Volkswagen	Novi Pazar	14699	2016	Karavan	Dizel	1968	225873.0	150	Automatski
Audi	Lazarevo	6500	2011	Hečbek	Benzin	1798	200542.0	160	Manuelni
Opel	Jagodina	2800	2008	Monovolumen (MiniVan)	Benzin + Metan (CNG)	1598	234500.0	94	Manuelni
Fiat	Pančevo	1100	2001	Hečbek	Benzin	1242	190000.0	60	Manuelni
Peugeot	Loznica	1250	2002	Hečbek	Benzin	1997	300000.0	136	Manuelni
Volkswagen	Novi Bečej	14999	2013	Hečbek	Benzin	1984	215121.0	220	Automatski
Peugeot	Beograd	9500	2017	Džip/SUV	Dizel	1560	235500.0	120	Manuelni
Audi	Beograd	4500	2006	Hečbek	Dizel	1968	274000.0	140	Manuelni
Mercedes Benz	Beograd	138000	2020	Džip/SUV	Dizel	2925	95000.0	286	Automatski
Mercedes Benz	Srbobran	3000	1990	Limuzina	Dizel	2500	240000.0	90	Manuelni
Opel	Bor	1600	2001	Karavan	Benzin	1389	275000.0	90	Manuelni
Audi	Smederevo	7000	2008	Karavan	Dizel	1968	295888.0	140	Manuelni
Peugeot	Priboj	6000	2014	Karavan	Dizel	1997	188000.0	150	Manuelni
Toyota	Žarkovo	2000	2003	Limuzina	Benzin	1398	173000.0	97	Manuelni
Mercedes Benz	Niš	17990	2011	Džip/SUV	Dizel	2987	231600.0	231	Automatski
Alfa Romeo	Kikinda	650000	2002	Limuzina	Benzin + Gas (TNG)	1598	240000.0	120	Manuelni
Renault	Kragujevac	5499	2013	Monovolumen (MiniVan)	Dizel	1461	245838.0	110	Manuelni
Land	Užice	2800	2001	Džip/SUV	Dizel	1950	306000.0	111	Manuelni
Volkswagen	Kačarevo	6299	2011	Monovolumen (MiniVan)	Dizel	1598	265000.0	105	Automatski
Mazda	Jagodina	1650	2003	Hečbek	Benzin	1598	270500.0	105	Manuelni
Volkswagen	Niš	1450	2001	Hečbek	Benzin	1390	220000.0	60	Manuelni
Renault	Topola	2700	2009	Monovolumen (MiniVan)	Benzin	1598	259180.0	111	Manuelni
Volkswagen	Sremska Mitrovica	4650	2007	Hečbek	Dizel	1896	235000.0	105	Manuelni
Seat	Čačak	9000	2014	Hečbek	Benzin	1395	149000.0	125	Manuelni
BMW	Kragujevac	8999	2010	Džip/SUV	Dizel	1995	234476.0	177	Automatski
Volkswagen	Bačka Topola	5800	2008	Hečbek	Benzin	1390	142330.0	122	Manuelni
Audi	Čačak	4700	2006	Limuzina	Dizel	1896	243856.0	116	Manuelni
Peugeot	Beograd	17090	2020	Džip/SUV	Dizel	1499	130658.0	131	Manuelni
Citroen	Beograd	2000	2007	Monovolumen (MiniVan)	Dizel	1560	197400.0	90	Manuelni
Fiat	Beograd	3350	2008	Hečbek	Dizel	1598	227000.0	105	Manuelni
Volkswagen	Beograd	32490	2023	Džip/SUV	Benzin	1498	20564.0	150	Automatski
Opel	Valjevo	1199	2003	Karavan	Dizel	1995	284950.0	101	Manuelni
Škoda	Leskovac	2000	2007	Monovolumen (MiniVan)	Benzin + Metan (CNG)	1598	250000.0	105	Manuelni
Opel	Kragujevac	1200	2002	Hečbek	Benzin	1199	280000.0	75	Manuelni
Opel	Novi Sad	3999	2011	Karavan	Dizel	1686	185000.0	125	Manuelni
BMW	Lazarevac	6200	2007	Džip/SUV	Dizel	1995	257774.0	150	Manuelni
Mercedes Benz	Priboj	9000	2009	Limuzina	Dizel	2143	346000.0	170	Automatski
Peugeot	Despotovac	2700	2004	Kabriolet/Roadster	Benzin	1997	209000.0	136	Manuelni
Opel	Sombor	8300	2015	Džip/SUV	Dizel	1686	216376.0	131	Manuelni
Opel	Novi Sad	1350	2002	Hečbek	Benzin + Gas (TNG)	1199	223450.0	75	Manuelni
Mercedes Benz	Voždovac	56500	2017	Džip/SUV	Benzin	5461	146000.0	585	Automatski
Škoda	Beograd	2750	2008	Limuzina	Dizel	1422	205120.0	69	Manuelni
Škoda	Niš	2550	2003	Karavan	Benzin + Gas (TNG)	1781	248000.0	150	Manuelni
Fiat	Beograd	2650	2006	Hečbek	Benzin + Metan (CNG)	1242	172706.0	60	Manuelni
Audi	Surčin	3750	2009	Hečbek	Benzin	1390	223000.0	125	Manuelni
Opel	Novi Sad	13900	2021	Džip/SUV	Dizel	1499	160000.0	131	Automatski
Seat	Futog	6990	2015	Karavan	Dizel	1598	178268.0	105	Manuelni
Ford	Beograd	1300	2002	Hečbek	Dizel	1399	180850.0	68	Manuelni
Ford	Niš	1300	2001	Karavan	Dizel	1800	235000.0	90	Manuelni
Opel	Mionica (Varošica)	5300	2004	Džip/SUV	Dizel	2200	283483.0	120	Manuelni
DS	Beograd	22000	2019	Džip/SUV	Dizel	1997	225000.0	177	Automatski
Opel	Novi Sad	4900	2011	Limuzina	Dizel	1956	210000.0	131	Manuelni
Alfa Romeo	Beograd	4999	2012	Karavan	Dizel	1956	211000.0	136	Manuelni
Škoda	Beograd	8800	2013	Karavan	Benzin	1798	241438.0	179	Automatski
Audi	Koceljeva	18450	2016	Limuzina	Dizel	1968	238900.0	150	Automatski
Toyota	Borča	900000	2002	Hečbek	Benzin	998	200000.0	68	Manuelni
Renault	Užice	4400	2008	Hečbek	Dizel	1870	280000.0	131	Manuelni
Fiat	Pirot	750000	2001	Hečbek	Benzin	1242	252000.0	60	Manuelni
Mazda	Valjevo	3199	2008	Hečbek	Dizel	1399	217000.0	68	Manuelni
Volkswagen	Novi Beograd	4000	2005	Hečbek	Benzin	1984	220000.0	200	Manuelni
Audi	Novi Pazar	3550	2005	Karavan	Benzin	1984	296000.0	200	Manuelni
Porsche	Inđija	114900	2019	Kupe	Benzin	2981	111000.0	450	Automatski
Suzuki	Čačak	2550	2008	Hečbek	Benzin + Gas (TNG)	1328	218000.0	92	Manuelni
Opel	Mramor	1100	2001	Karavan	Benzin + Gas (TNG)	1796	270000.0	125	Manuelni
Mercedes Benz	Beograd	6490	2005	Limuzina	Benzin	1998	315000.0	163	Manuelni
Mitsubishi	Zrenjanin	5900	2007	Džip/SUV	Dizel	1968	255000.0	140	Manuelni
Mercedes Benz	Zemun Polje	29999	2017	Džip/SUV	Dizel	2987	235000.0	258	Automatski
Peugeot	Čačak	1000	2003	Karavan	Benzin + Gas (TNG)	1587	300000.0	109	Manuelni
Škoda	Beograd	3700	2010	Karavan	Dizel	1200	236000.0	75	Manuelni
Peugeot	Beograd	14690	2021	Džip/SUV	Benzin	1199	95113.0	131	Manuelni
BMW	Veternik	31999	2020	Limuzina	Plug-in hibrid	1998	50000.0	292	Automatski
Dacia	Kraljevo	7300	2015	Džip/SUV	Dizel	1461	158771.0	109	Manuelni
Seat	Alibunar	3699	2010	Hečbek	Dizel	1199	168582.0	75	Manuelni
BMW	Beograd	13900	2014	Limuzina	Dizel	1995	244000.0	190	Automatski
Opel	Beograd	14490	2021	Džip/SUV	Dizel	1499	166000.0	131	Automatski
Volkswagen	Zemun	5400	2010	Karavan	Benzin + Metan (CNG)	1400	254000.0	150	Automatski
BMW	Novi Sad	24500	2015	Džip/SUV	Dizel	1995	210000.0	218	Automatski
Renault	Beograd	18290	2020	Džip/SUV	Hibridni pogon (Benzin)	1597	122000.0	160	Automatski
Škoda	Vrbas	7300	2017	Karavan	Benzin	1200	236000.0	90	Manuelni
Volkswagen	Zemun	17999	2020	Hečbek	Dizel	1968	179000.0	150	Automatski
Citroen	Beograd	2200	2004	Hečbek	Dizel	1398	213935.0	68	Manuelni
Seat	Šabac	4650	2006	Hečbek	Benzin	1984	163453.0	185	Manuelni
Škoda	Priboj	1400	2002	Limuzina	Benzin	1390	190000.0	75	Manuelni
Volkswagen	Lazarevo	7200	2009	Džip/SUV	Benzin	1984	284937.0	170	Manuelni
Volvo	Beograd	40990	2023	Džip/SUV	Hibridni pogon (Dizel)	1969	24111.0	197	Automatski
Citroen	Novi Beograd	5800	2016	Hečbek	Dizel	1560	182000.0	75	Manuelni
BMW	Kraljevo	32000	2014	Džip/SUV	Dizel	2993	251000.0	258	Automatski
Peugeot	Kragujevac	950000	2005	Hečbek	Dizel	1398	250000.0	68	Manuelni
Nissan	Zrenjanin	13000	2018	Džip/SUV	Benzin	1197	184000.0	116	Manuelni
BMW	Kostolac	5000	2007	Limuzina	Dizel	1995	269216.0	143	Manuelni
Volvo	Beograd	13990	2014	Kabriolet/Roadster	Benzin	2521	200395.0	250	Automatski
Renault	Novi Sad	12750	2017	Džip/SUV	Dizel	1461	190431.0	110	Manuelni
Audi	Beograd	2350	2003	Karavan	Dizel	1896	260399.0	131	Manuelni
Ford	Tutin	3500	2008	Hečbek	Benzin	1388	20500.0	80	Manuelni
Volkswagen	Šabac	1399	2002	Hečbek	Benzin + Gas (TNG)	1390	250000.0	75	Manuelni
Jeep	Masloševo	4100	1990	Džip/SUV	Benzin	4000	87000.0	170	Automatski
Volkswagen	Inđija	7650	2011	Karavan	Dizel	1968	270000.0	170	Automatski
Opel	Banovo Polje	1200	2003	Hečbek	Dizel	1686	227000.0	65	Manuelni
Citroen	Zemun	1500	2002	Monovolumen (MiniVan)	Dizel	1997	302000.0	90	Manuelni
Škoda	Beograd	17170	2020	Džip/SUV	Benzin	999	91100.0	116	Automatski
Volkswagen	Krnjača	3300	2004	Hečbek	Dizel	1968	460000.0	140	Manuelni
BMW	Beograd	6290	2008	Limuzina	Dizel	1995	294000.0	143	Manuelni
Peugeot	Novi Sad	5900	2010	Hečbek	Dizel	1997	230000.0	150	Manuelni
Renault	Kragujevac	1550	2004	Monovolumen (MiniVan)	Dizel	1461	345678.0	65	Manuelni
Nissan	Kraljevo	3950	2011	Hečbek	Benzin	1198	142000.0	80	Manuelni
BMW	Novi Sad	1450	2002	Limuzina	Benzin + Gas (TNG)	1895	320000.0	118	Manuelni
Audi	Niš	32000	2019	Limuzina	Hibridni pogon (Dizel)	1968	188417.0	204	Automatski
Alfa Romeo	Krnjača	5999	2011	Kupe	Benzin	1400	237000.0	170	Manuelni
Peugeot	Zemun	7450	2015	Džip/SUV	Benzin	1199	144608.0	110	Manuelni
Smart	Novi Beograd	4500	2009	Kupe	Benzin	999	160000.0	98	Automatski
Toyota	Vračar	2000	2004	Monovolumen (MiniVan)	Dizel	1995	290000.0	116	Manuelni
Peugeot	Beograd	9650	2020	Hečbek	Dizel	1499	162385.0	102	Manuelni
Alfa Romeo	Subotica	2200	2004	Kupe	Dizel	1910	278900.0	150	Manuelni
BMW	Kraljevo	14999	2015	Džip/SUV	Dizel	1995	212000.0	190	Automatski
Citroen	Novi Beograd	1800	2002	Hečbek	Dizel	1997	248000.0	109	Manuelni
Toyota	Beograd	3500	2008	Limuzina	Dizel	1998	198584.0	126	Manuelni
Volvo	Golubinci	3300	2006	Limuzina	Dizel	1560	217000.0	110	Manuelni
Volkswagen	Beograd	7390	2013	Hečbek	Benzin	1395	198321.0	140	Manuelni
Renault	Jagodina	11300	2019	Hečbek	Dizel	1461	172838.0	95	Manuelni
Jeep	Kragujevac	10500	2015	Džip/SUV	Dizel	1956	266356.0	140	Manuelni
Citroen	Pančevo	5900	2009	Limuzina	Dizel	1997	204780.0	163	Manuelni
Renault	Darosava	900000	2001	Hečbek	Benzin	1149	240000.0	75	Manuelni
Peugeot	Čačak	3100	2008	Limuzina	Dizel	1997	379726.0	136	Manuelni
Fiat	Novi Sad	1500	1894	Kupe	Benzin	1368	286629.0	95	Manuelni
Mercedes Benz	Novi Sad	28900	2017	Džip/SUV	Dizel	2987	270000.0	258	Automatski
Volkswagen	Obrenovac	480000	1989	Hečbek	Dizel	1900	212000.0	75	Manuelni
Smart	Malošište	950000	2006	Limuzina	Benzin	1098	180000.0	64	Manuelni
Mercedes Benz	Beograd	8400	2009	Džip/SUV	Dizel	2987	279000.0	190	Automatski
Renault	Pančevo	4290	2011	Hečbek	Dizel	1461	178251.0	110	Manuelni
Peugeot	Ravni Topolovac	4400	2008	Kupe	Dizel	1997	220000.0	136	Manuelni
Peugeot	Beograd	14299	2021	Džip/SUV	Dizel	1499	177973.0	110	Manuelni
Mercedes Benz	Obrenovac	12900	2014	Karavan	Dizel	2143	210500.0	136	Automatski
Volkswagen	Valjevo	1899	2003	Karavan	Dizel	1896	290321.0	101	Manuelni
Volkswagen	Ugrinovci	1300	2002	Hečbek	Benzin	1198	257000.0	64	Manuelni
Audi	Lipolist	8900	2009	Džip/SUV	Dizel	1968	185000.0	170	Automatski
BMW	Paraćin	1950	2001	Karavan	Benzin + Gas (TNG)	1895	326000.0	118	Manuelni
Audi	Beograd	17000	2011	Kupe	Benzin	3000	208000.0	299	Automatski
Peugeot	Beograd	2900	2007	Hečbek	Benzin	1360	176000.0	75	Manuelni
Citroen	Niš	1200	2000	Limuzina	Dizel	2000	210000.0	90	Manuelni
Volvo	Kragujevac	15000	2014	Džip/SUV	Dizel	2400	230000.0	181	Automatski
BMW	Futog	14490	2015	Limuzina	Benzin	1600	189650.0	136	Manuelni
Ferrari	Novi Beograd	200000	2022	Kupe	Benzin	3855	9830.0	620	Automatski
Opel	Šabac	8500	2019	Karavan	Dizel	1598	148000.0	136	Manuelni
Peugeot	Jagodina	1100	2010	Monovolumen (MiniVan)	Dizel	1560	380000.0	75	Manuelni
Mercedes Benz	Kragujevac	18500	2017	Kupe	Dizel	2143	198000.0	136	Manuelni
Škoda	Valjevo	14650	2018	Hečbek	Dizel	1598	248000.0	120	Manuelni
Seat	Surčin	2100	2011	Hečbek	Benzin	1198	112556.0	69	Manuelni
Jaguar	Batajnica	10900	2012	Limuzina	Dizel	2179	237000.0	190	Automatski
Opel	Zemun	10490	2017	Monovolumen (MiniVan)	Dizel	1598	210000.0	135	Manuelni
Seat	Petrovac Na Mlavi	2850	2009	Monovolumen (MiniVan)	Dizel	1896	184000.0	116	Manuelni
Ford	Beograd	1500	2005	Hečbek	Dizel	1399	273400.0	68	Manuelni
Dacia	Beograd	1100	2006	Limuzina	Benzin	1390	196000.0	75	Manuelni
Mercedes Benz	Valjevo	3200	2001	Kupe	Benzin	1998	273639.0	163	Manuelni
Volkswagen	Požega	3500	2005	Karavan	Dizel	1968	258000.0	140	Automatski
Ford	Beograd	3750	2010	Hečbek	Benzin	1388	139058.0	80	Manuelni
Peugeot	Obrenovac	1200	2001	Hečbek	Benzin	1587	290000.0	109	Manuelni
Škoda	Kragujevac	10500	2016	Limuzina	Dizel	1589	163000.0	110	Automatski
Volkswagen	Barič	3900	2009	Monovolumen (MiniVan)	Benzin	1400	245000.0	140	Manuelni
Volkswagen	Jagodina	3250	2005	Hečbek	Benzin	1598	215000.0	116	Manuelni
Volkswagen	Bor	13600	2015	Karavan	Dizel	1968	225000.0	150	Automatski
Jaguar	Beograd	8800	2008	Limuzina	Dizel	2720	191000.0	207	Automatski
Opel	Zrenjanin	2850	2006	Monovolumen (MiniVan)	Dizel	1910	202350.0	120	Manuelni
Renault	Kragujevac	1900	2004	Monovolumen (MiniVan)	Dizel	1461	356789.0	65	Manuelni
Renault	Niš	2850	2009	Monovolumen (MiniVan)	Benzin	1149	176500.0	75	Manuelni
Citroen	Beograd	2800	2008	Hečbek	Benzin	1124	157000.0	60	Manuelni
Volkswagen	Ečka	4999	2010	Hečbek	Dizel	1600	262000.0	105	Manuelni
BMW	Niš	18990	2015	Hečbek	Dizel	1995	283000.0	190	Automatski
Renault	Markovac	1200	1988	Hečbek	Benzin + Gas (TNG)	1997	350000.0	101	Manuelni
BMW	Beograd	12500	2010	Hečbek	Dizel	2993	245000.0	245	Automatski
Opel	Srbobran	11900	2022	Hečbek	Benzin	1198	36095.0	75	Manuelni
Renault	Banovo Brdo	11499	2017	Limuzina	Dizel	1461	188000.0	110	Automatski
Peugeot	Gornji Milanovac	1900	2005	Kabriolet/Roadster	Dizel	1560	222000.0	109	Manuelni
Audi	Futog	10999	2010	Džip/SUV	Dizel	1968	204476.0	170	Automatski
Ford	Čačak	3500	2012	Hečbek	Benzin	1242	173180.0	69	Manuelni
Fiat	Beograd	2800	2009	Limuzina	Dizel	1300	300000.0	75	Manuelni
Lada	Bajina Bašta	600000	2001	Limuzina	Benzin + Gas (TNG)	1500	200000.0	68	Manuelni
BMW	Beograd	46990	2021	Džip/SUV	Dizel	2993	107064.0	286	Automatski
Volkswagen	Vrbas	2700	2006	Karavan	Dizel	1968	268000.0	140	Manuelni
Mercedes Benz	Novi Beograd	56900	2022	Džip/SUV	Dizel	1993	48000.0	197	Automatski
Citroen	Ražanj	2300	2004	Karavan	Dizel	1997	206000.0	136	Manuelni
Peugeot	Stanišić	2800	2008	Karavan	Dizel	1997	398000.0	136	Automatski
BMW	Beograd	27900	2017	Limuzina	Dizel	1995	190000.0	190	Automatski
BMW	Futog	10590	2012	Džip/SUV	Dizel	1995	249000.0	143	Automatski
Citroen	Kragujevac	8600	2020	Hečbek	Dizel	1499	137899.0	102	Manuelni
Citroen	Novi Beograd	5700	2012	Karavan	Dizel	1997	241831.0	163	Manuelni
Vauxhall	Beograd	1950	2014	Hečbek	Dizel	1956	112042.0	165	Manuelni
Audi	Futog	10999	2010	Džip/SUV	Dizel	1968	204476.0	170	Automatski
Peugeot	Beograd	8700	2018	Hečbek	Benzin	998	123474.0	72	Automatski
BMW	Kanarevo Brdo	23900	2018	Limuzina	Dizel	1995	177610.0	190	Automatski
Volkswagen	Beograd	15500	2015	Džip/SUV	Dizel	1968	232143.0	179	Automatski
Opel	GORNJI MILANOVAC	2950	2010	Hečbek	Benzin	1229	213338.0	69	Manuelni
Seat	Majur	7150	2014	Karavan	Dizel	1598	290000.0	105	Manuelni
Opel	Kragujevac	1200	2002	Hečbek	Benzin	1199	280000.0	75	Manuelni
Škoda	Smederevska Palanka	7800	2014	Karavan	Dizel	1598	186300.0	105	Manuelni
BMW	Alibunar	5600	2007	Karavan	Dizel	1995	308000.0	163	Manuelni
Seat	Novi Pazar	2399	2002	Monovolumen (MiniVan)	Dizel	1896	241905.0	116	Manuelni
Dacia	Novi Sad	1100	2006	Limuzina	Benzin	1390	159000.0	75	Manuelni
Opel	Novi Sad	1650	2006	Hečbek	Benzin	1229	154117.0	75	Manuelni
Volkswagen	Jasenovik	1700	1990	Hečbek	Dizel	1600	293000.0	88	Manuelni
Opel	Novi Sad	7490	2013	Džip/SUV	Dizel	1686	204000.0	131	Manuelni
BMW	Kovin	4799	2008	Karavan	Dizel	1995	202000.0	177	Manuelni
Peugeot	Valjevo	16300	2021	Džip/SUV	Benzin	1199	110200.0	131	Automatski
Citroen	Beograd	6149	2012	Hečbek	Dizel	1560	187000.0	111	Automatski
Renault	Srbobran	1050	2003	Hečbek	Dizel	1461	360000.0	82	Manuelni
Ford	Kragujevac	3500	2008	Karavan	Dizel	1753	284000.0	125	Manuelni
Audi	Užice	3850	2005	Karavan	Dizel	1896	294000.0	116	Manuelni
Suzuki	Lebane	4000	2001	Džip/SUV	Benzin + Gas (TNG)	2493	180000.0	144	Manuelni
Renault	Beograd	1760	2008	Hečbek	Dizel	1461	191500.0	86	Manuelni
Audi	Sremska Mitrovica	13800	2015	Hečbek	Dizel	1968	240000.0	177	Automatski
Fiat	Novi Banovci	7300	2016	Limuzina	Dizel	1598	133000.0	120	Manuelni
Audi	Obrenovac	4450	2005	Limuzina	Dizel	1968	240000.0	140	Manuelni
Opel	Kovin	4699	2008	Džip/SUV	Dizel	1991	190000.0	150	Manuelni
Volkswagen	Kumane	1550	2005	Hečbek	Benzin	1198	260000.0	54	Manuelni
Peugeot	Jagodina	15950	2019	Džip/SUV	Dizel	1499	140917.0	131	Manuelni
Volkswagen	Veternik	20999	2021	Hečbek	Dizel	1968	121000.0	116	Manuelni
Volkswagen	Niš	9000	2012	Monovolumen (MiniVan)	Dizel	1598	215580.0	102	Automatski
Ford	Stari Ledinci	3450	2010	Karavan	Dizel	1560	256000.0	109	Manuelni
Renault	Jagodina	8450	2018	Hečbek	Dizel	1461	165602.0	75	Manuelni
Opel	Stara Pazova	3300	2010	Džip/SUV	Dizel	1991	200000.0	150	Manuelni
Audi	Beograd	45990	2019	Džip/SUV	Dizel	2967	126045.0	286	Automatski
BMW	Beograd	9250	2008	Limuzina	Dizel	2993	198000.0	197	Automatski
Hyundai	Valjevo	2950	2013	Džip/SUV	Dizel	2000	200000.0	136	Manuelni
Volkswagen	Lazarevac	2750	2007	Hečbek	Benzin	1390	211000.0	80	Manuelni
BMW	Novi Beograd	43300	2021	Džip/SUV	Dizel	1995	149000.0	231	Automatski
Opel	Kraljevo	1900	2004	Hečbek	Dizel	1686	241870.0	101	Manuelni
BMW	Vračar	22000	2017	Limuzina	Dizel	1995	188000.0	190	Automatski
Renault	Kraljevo	4650	2010	Monovolumen (MiniVan)	Dizel	1461	205636.0	110	Manuelni
Citroen	Beograd	2000	2009	Hečbek	Dizel	1560	280000.0	90	Manuelni
Mitsubishi	Jagodina	8500	2006	Pickup	Dizel	2500	237000.0	136	Manuelni
Audi	Negotin	13300	2015	Karavan	Dizel	1968	215000.0	177	Automatski
Audi	Beograd	9500	2012	Hečbek	Benzin	1400	196000.0	184	Automatski
Dacia	Kraljevo	7300	2015	Džip/SUV	Dizel	1461	158771.0	109	Manuelni
Kia	Beograd	12700	2018	Džip/SUV	Benzin	1248	67000.0	84	Manuelni
Volkswagen	Ševarice	2150	2010	Hečbek	Benzin	1198	226000.0	60	Manuelni
Fiat	Kruševac	6590	2012	Hečbek	Dizel	1248	141000.0	75	Manuelni
Mercedes Benz	Voždovac	56500	2017	Džip/SUV	Benzin	5461	146000.0	585	Automatski
Hyundai	Beograd	9500	2012	Džip/SUV	Dizel	1685	225000.0	116	Manuelni
Mercedes Benz	Banovo Brdo	9999	2015	Hečbek	Dizel	1499	197000.0	109	Automatski
Citroen	Beograd	14500	2019	Džip/SUV	Dizel	1499	160970.0	131	Manuelni
Audi	Aranđelovac	6500	2006	Limuzina	Dizel	3000	322000.0	232	Automatski
Peugeot	Novi Pazar	5600	2011	Hečbek	Benzin	1199	178746.0	82	Manuelni
Zastava	Čukarica	2000	2008	Limuzina	Benzin	1116	58900.0	54	Manuelni
Volkswagen	Obrenovac	480000	1989	Hečbek	Dizel	1900	212000.0	75	Manuelni
Citroen	Surčin	4890	2013	Monovolumen (MiniVan)	Dizel	1560	194500.0	111	Automatski
BMW	Obrenovac	20200	2021	Džip/SUV	Dizel	2000	239123.0	150	Automatski
Citroen	Šabac	7290	2015	Monovolumen (MiniVan)	Dizel	1560	176389.0	120	Manuelni
Audi	Deronje	7600	2010	Karavan	Benzin	1984	244900.0	211	Automatski
Citroen	Niš	2750	2006	Monovolumen (MiniVan)	Dizel	1600	212850.0	109	Automatski
Volkswagen	Kraljevo	6100	2009	Hečbek	Benzin	1390	230000.0	122	Manuelni
Škoda	Novi Sad	2400	2002	Hečbek	Benzin + Gas (TNG)	1397	195000.0	68	Manuelni
Audi	Valjevo	6690	2010	Hečbek	Dizel	1598	202531.0	90	Manuelni
BMW	Leskovac	18800	2013	Limuzina	Dizel	2993	250000.0	381	Automatski
Volkswagen	Bač	3000	2006	Monovolumen (MiniVan)	Dizel	1896	311500.0	105	Manuelni
Nissan	Bor	3600	2012	Hečbek	Benzin	1240	221000.0	80	Manuelni
Fiat	Bačka Palanka	3200	2008	Monovolumen (MiniVan)	Dizel	1248	230000.0	75	Manuelni
Volkswagen	Aleksinac	2799	2009	Hečbek	Benzin	1198	214000.0	60	Manuelni
Jeep	Beograd	12800	2015	Džip/SUV	Dizel	1956	186000.0	140	Automatski
Opel	Čurug	1700	2007	Limuzina	Dizel	1910	271356.0	101	Manuelni
BMW	Smederevo	4000	2007	Limuzina	Dizel	1995	314000.0	177	Manuelni
Volkswagen	Loznica	650000	1984	Hečbek	Dizel	1600	552000.0	54	Manuelni
Seat	Petrovac Na Mlavi	2850	2009	Monovolumen (MiniVan)	Dizel	1896	184000.0	116	Manuelni
Audi	Valjevo	20500	2016	Džip/SUV	Dizel	1968	195554.0	190	Automatski
Suzuki	Kanjiža	3750	2014	Hečbek	Benzin	1242	207000.0	94	Manuelni
